Timestamp,Violation Type,Person ID,Frame,Helmet Conf,Vest Conf
2025-10-06 11:27:54,no_vest,0,0,0.0,0.0
2025-10-06 11:27:54,no_helmet,0,0,0.0,0.0
2025-10-06 11:27:46,no_vest,0,0,0.0,0.0
2025-10-06 11:27:46,no_helmet,0,0,0.0,0.0
2025-10-06 11:27:38,no_vest,0,0,0.0,0.0
2025-10-06 11:27:38,no_helmet,0,0,0.0,0.0
2025-10-06 11:27:29,no_vest,0,0,0.0,0.0
2025-10-06 11:27:29,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:41,no_vest,0,0,0.0,0.0
2025-10-06 11:26:41,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:33,no_vest,0,0,0.0,0.0
2025-10-06 11:26:33,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:25,no_vest,0,0,0.0,0.0
2025-10-06 11:26:25,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:17,no_vest,0,0,0.0,0.0
2025-10-06 11:26:17,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:09,no_vest,0,0,0.0,0.0
2025-10-06 11:26:09,no_helmet,0,0,0.0,0.0
2025-10-06 11:26:01,no_vest,0,0,0.0,0.0
2025-10-06 11:26:01,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:53,no_vest,0,0,0.0,0.0
2025-10-06 11:25:53,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:44,no_vest,0,0,0.0,0.0
2025-10-06 11:25:44,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:36,no_vest,0,0,0.0,0.0
2025-10-06 11:25:36,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:28,no_vest,0,0,0.0,0.0
2025-10-06 11:25:28,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:20,no_vest,0,0,0.0,0.0
2025-10-06 11:25:20,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:12,no_vest,0,0,0.0,0.0
2025-10-06 11:25:12,no_helmet,0,0,0.0,0.0
2025-10-06 11:25:04,no_vest,0,0,0.0,0.0
2025-10-06 11:25:04,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:56,no_vest,0,0,0.0,0.0
2025-10-06 11:24:56,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:48,no_vest,0,0,0.0,0.0
2025-10-06 11:24:48,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:40,no_vest,0,0,0.0,0.0
2025-10-06 11:24:40,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:32,no_vest,0,0,0.0,0.0
