timestamp,violation,confidence,severity,frame,location,person_id,metadata
2025-10-08 04:32:33,NO-Safety Vest,0.913676381111145,Medium,16,"(0.0,0.0,386.8311462402344,374.962646484375)",1,None
2025-10-08 04:32:34,Person,1.0,None,17,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:34,NO-Safety Vest,0.8550199270248413,Medium,17,"(0.0,0.0,391.802490234375,372.46807861328125)",1,None
2025-10-08 04:33:29,Person,1.0,None,1,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:29,NO-Hardhat,0.9083365797996521,High,1,"(35.25462341308594,0.0,523.1031494140625,55.0360107421875)",1,None
2025-10-08 04:33:35,Person,1.0,None,2,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:36,Person,1.0,None,3,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:36,NO-Hardhat,0.8374834656715393,High,3,"(35.19026184082031,0.0,517.1273803710938,57.03547668457031)",1,None
2025-10-08 04:33:36,NO-Safety Vest,0.7600038051605225,Medium,3,"(0.0,0.0,445.7073669433594,380.7540283203125)",1,None
2025-10-08 04:33:37,Person,1.0,None,4,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:37,NO-Safety Vest,0.9213892221450806,Medium,4,"(0.0,0.0,429.25006103515625,359.10113525390625)",1,None
2025-10-08 04:33:37,NO-Mask,0.8210306167602539,Low,4,"(68.56813049316406,0.0,491.1634521484375,212.03134155273438)",1,None
2025-10-08 04:33:38,Person,1.0,None,5,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:38,NO-Mask,0.9003832936286926,Low,5,"(60.48358154296875,0.0,465.76824951171875,198.25711059570312)",1,None
2025-10-08 04:33:38,NO-Safety Vest,0.8981059789657593,Medium,5,"(0.0,0.0,439.1380920410156,355.71075439453125)",1,None
2025-10-08 04:33:39,Person,1.0,None,6,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:39,NO-Safety Vest,0.8873633146286011,Medium,6,"(0.0,0.0,429.51446533203125,350.5554504394531)",1,None
2025-10-08 04:33:39,NO-Mask,0.8256646990776062,Low,6,"(74.24845886230469,0.0,495.816162109375,199.5439453125)",1,None
2025-10-08 04:33:39,NO-Hardhat,0.7814732789993286,High,6,"(48.36216735839844,0.0,488.721923828125,45.396820068359375)",1,None
2025-10-08 04:33:40,Person,1.0,None,7,"(0,0,0,0)",0,{'total_persons': 1}
